ID	symbol	lfc	p
ENSMUSG00000006471	ENSMUSG00000006471	Ndor1	-0.392308851481308	0.00486345788939777
ENSMUSG00000006476	ENSMUSG00000006476	Nsmf	-0.134303992781731	0.213485707535564
ENSMUSG00000006488	ENSMUSG00000006488	Prl7a1	0	1
ENSMUSG00000006490	ENSMUSG00000006490	Prl8a9	0	1
ENSMUSG00000006494	ENSMUSG00000006494	Pdk1	0.532376111196735	0.00185507372192227
ENSMUSG00000006498	ENSMUSG00000006498	Ptbp1	0.246673748685969	0.0133997032177053
ENSMUSG00000006517	ENSMUSG00000006517	Mvd	-0.583328237040479	0.00162620574603993
ENSMUSG00000006519	ENSMUSG00000006519	Cyba	-0.0774685142553668	0.587101229143102
ENSMUSG00000006522	ENSMUSG00000006522	Itih3	1.8770480986181	0.0127292923289532
ENSMUSG00000006526	ENSMUSG00000006526	Tmem110	-0.227783959075002	0.0588374416750162
ENSMUSG00000006527	ENSMUSG00000006527	Sfmbt1	0.183798850984883	0.125820803860594
ENSMUSG00000006529	ENSMUSG00000006529	Itih1	0	1
ENSMUSG00000006538	ENSMUSG00000006538	Ihh	0	1
ENSMUSG00000006542	ENSMUSG00000006542	Prkag3	-1.06758326137243	0.00139254279262392
ENSMUSG00000006546	ENSMUSG00000006546	Cryba2	0	1
ENSMUSG00000006567	ENSMUSG00000006567	Atp7b	0.403715169006443	0.390353651036519
ENSMUSG00000006570	ENSMUSG00000006570	Defb2	0	1
ENSMUSG00000006574	ENSMUSG00000006574	Slc4a1	-0.381874955796771	0.107562920567016
ENSMUSG00000006575	ENSMUSG00000006575	Rundc3a	-0.830560618962539	0.0168897833833635
ENSMUSG00000006576	ENSMUSG00000006576	Slc4a3	0.0861701464869205	0.451394867904777
ENSMUSG00000006585	ENSMUSG00000006585	Cdt1	0.0978609792774606	0.365651529181306
ENSMUSG00000006586	ENSMUSG00000006586	Runx1t1	-0.225659213869216	0.228243229985346
ENSMUSG00000006587	ENSMUSG00000006587	Snai3	-0.146614612213665	0.788933714484003
ENSMUSG00000006589	ENSMUSG00000006589	Aprt	0.169088121699878	0.222444129548689
ENSMUSG00000006599	ENSMUSG00000006599	Gtf2h1	0.230488577495736	0.0399428742507604
ENSMUSG00000006611	ENSMUSG00000006611	Hfe	0.303850475091733	0.0686650763702832
ENSMUSG00000006638	ENSMUSG00000006638	Abhd1	0.460821139739831	0.11736649244967
ENSMUSG00000006641	ENSMUSG00000006641	Slc5a6	0.189454618807524	0.194762028753882
ENSMUSG00000006642	ENSMUSG00000006642	Tcf23	-4.56541237110692	6.83722481299545e-05
ENSMUSG00000006649	ENSMUSG00000006649	Nphs1	0	1
ENSMUSG00000006651	ENSMUSG00000006651	Aplp1	-0.0655607495284005	0.822894611890802
ENSMUSG00000006673	ENSMUSG00000006673	Qrich1	0.104843017961079	0.227907323538669
ENSMUSG00000006675	ENSMUSG00000006675	P4htm	-0.170146048463954	0.525126299619859
ENSMUSG00000006676	ENSMUSG00000006676	Usp19	0.0450041110412488	0.652485344480801
ENSMUSG00000006678	ENSMUSG00000006678	Pola1	0.0292165372757544	0.813724993984109
ENSMUSG00000006699	ENSMUSG00000006699	Cdc42	-0.0854838292023135	0.416630736063321
ENSMUSG00000006705	ENSMUSG00000006705	Pknox1	-0.0660971363925274	0.565107963710375
ENSMUSG00000006711	ENSMUSG00000006711	D130043K22Rik	0	1
ENSMUSG00000006715	ENSMUSG00000006715	Gmnn	-0.0631707016872616	0.583495830393589
ENSMUSG00000006717	ENSMUSG00000006717	Acot13	-0.204532342116738	0.0862465001940258
ENSMUSG00000006720	ENSMUSG00000006720	Zfp184	0.103618379276344	0.626146399590578
ENSMUSG00000006724	ENSMUSG00000006724	Cyp27b1	0.157406306609344	0.713618750078595
ENSMUSG00000006728	ENSMUSG00000006728	Cdk4	0.0506525384300687	0.672574661365792
ENSMUSG00000006731	ENSMUSG00000006731	B4galnt1	1.20361755499639	0.00128317919741347
ENSMUSG00000006732	ENSMUSG00000006732	Mettl1	0.155264215573217	0.134341529114765
ENSMUSG00000006736	ENSMUSG00000006736	Tspan31	-0.00565528403572296	0.965831002252862
ENSMUSG00000006740	ENSMUSG00000006740	Kif5b	-0.0626796707327474	0.670037862870679
ENSMUSG00000006763	ENSMUSG00000006763	Saal1	-0.00349473980381498	0.982987865617997
ENSMUSG00000006764	ENSMUSG00000006764	Tph2	0	1
ENSMUSG00000006777	ENSMUSG00000006777	Krt23	-9.99852232479573	3.04500234188703e-08
ENSMUSG00000006782	ENSMUSG00000006782	Cnp	-0.312993134502318	0.0380805680471092
ENSMUSG00000006784	ENSMUSG00000006784	Ttc25	0	1
ENSMUSG00000006800	ENSMUSG00000006800	Sulf2	-0.088259065268214	0.499915766468844
ENSMUSG00000006818	ENSMUSG00000006818	Sod2	0.347659007125775	0.0220988246451232
ENSMUSG00000006850	ENSMUSG00000006850	Tmco6	0.373699866468936	0.0217181545062979
ENSMUSG00000006906	ENSMUSG00000006906	Stambp	-0.206785688111908	0.097780090546825
ENSMUSG00000006920	ENSMUSG00000006920	Ezh1	0.0626183781842209	0.599438963282984
ENSMUSG00000006930	ENSMUSG00000006930	Hap1	0.0032699038318657	0.991888884737257
ENSMUSG00000006931	ENSMUSG00000006931	P3h4	0.260337344758606	0.06878382266922
ENSMUSG00000006932	ENSMUSG00000006932	Ctnnb1	0.00826205263490792	0.943807468909822
ENSMUSG00000006941	ENSMUSG00000006941	Eif1b	-0.0930053278887227	0.423734012124707
ENSMUSG00000006948	ENSMUSG00000006948	Klk4	0	1
ENSMUSG00000006958	ENSMUSG00000006958	Chrd	-0.241016128969713	0.0939166440045281
ENSMUSG00000006998	ENSMUSG00000006998	Psmd2	-0.199850650269647	0.0447491583028104
ENSMUSG00000007021	ENSMUSG00000007021	Syngr3	-0.0158097898108588	0.985834650404941
ENSMUSG00000007029	ENSMUSG00000007029	Vars	0.115893869340477	0.238922452842663
ENSMUSG00000007030	ENSMUSG00000007030	Vwa7	0.487363350533115	0.186156234755019
ENSMUSG00000007033	ENSMUSG00000007033	Hspa1l	-0.817413101239381	0.0940512838084093
ENSMUSG00000007034	ENSMUSG00000007034	Slc44a4	0	1
ENSMUSG00000007035	ENSMUSG00000007035	Msh5	-0.320259874163134	0.275386137247685
ENSMUSG00000007036	ENSMUSG00000007036	Abhd16a	0.0493556175308539	0.610951606188376
ENSMUSG00000007038	ENSMUSG00000007038	Neu1	-0.0711906340387995	0.538408455096032
ENSMUSG00000007039	ENSMUSG00000007039	Ddah2	-0.468240061304157	0.00314717240388443
ENSMUSG00000007041	ENSMUSG00000007041	Clic1	0.0965430227303933	0.44743419150793
ENSMUSG00000007050	ENSMUSG00000007050	Lsm2	0.131094646560146	0.386091659379359
ENSMUSG00000007080	ENSMUSG00000007080	Pole	0.0228957246546772	0.873629464147902
ENSMUSG00000007097	ENSMUSG00000007097	Atp1a2	-0.403434943339943	0.193485161596228
ENSMUSG00000007107	ENSMUSG00000007107	Atp1a4	0	1
ENSMUSG00000007122	ENSMUSG00000007122	Casq1	-0.70199661106037	0.0159316345726998
ENSMUSG00000007207	ENSMUSG00000007207	Stx1a	0.143065829090576	0.262058495670731
ENSMUSG00000007209	ENSMUSG00000007209	Ceacam9	0	1
ENSMUSG00000007216	ENSMUSG00000007216	Zfp775	-0.0219591570499833	0.918582776247276
ENSMUSG00000007279	ENSMUSG00000007279	Scube2	0.272346322924876	0.12383622769288
ENSMUSG00000007338	ENSMUSG00000007338	Mrpl49	0.0449367448291334	0.66300453532054
ENSMUSG00000007379	ENSMUSG00000007379	Dennd2c	-0.232805936365859	0.148711534652998
ENSMUSG00000007411	ENSMUSG00000007411	Mark3	-0.0130347787188722	0.915855399926746
ENSMUSG00000007415	ENSMUSG00000007415	Gatad1	0.235460554883766	0.0518303871442103
ENSMUSG00000007440	ENSMUSG00000007440	Pcdha11	0	1
ENSMUSG00000007457	ENSMUSG00000007457	2310003L06Rik	0	1
ENSMUSG00000007458	ENSMUSG00000007458	M6pr	0.460186767340913	0.00250384798182268
ENSMUSG00000007476	ENSMUSG00000007476	Lrrc8a	0.293579912732231	0.126122322284227
ENSMUSG00000007480	ENSMUSG00000007480	Mc5r	0	1
ENSMUSG00000007564	ENSMUSG00000007564	Ppp2r1a	-0.108476297360115	0.223978229099982
ENSMUSG00000007570	ENSMUSG00000007570	Fance	0.203154083716355	0.126053265509121
ENSMUSG00000007589	ENSMUSG00000007589	Tinf2	0.0586951454731678	0.658223141385943
ENSMUSG00000007591	ENSMUSG00000007591	Tssk4	0.190123172663005	0.400538000127147
ENSMUSG00000007594	ENSMUSG00000007594	Hapln4	0	1
ENSMUSG00000007603	ENSMUSG00000007603	Dus3l	0.00965319269300238	0.937808479092598
ENSMUSG00000007610	ENSMUSG00000007610	Gtpbp3	0.148005045098832	0.29806745229265
ENSMUSG00000007613	ENSMUSG00000007613	Tgfbr1	0.648571186730411	0.000114991881868718
ENSMUSG00000007617	ENSMUSG00000007617	Homer1	-0.0844158825358051	0.633518389759542
ENSMUSG00000007646	ENSMUSG00000007646	Rad51c	0.063667514605568	0.667882108635122
ENSMUSG00000007653	ENSMUSG00000007653	Gabrb2	0.0886835862025511	0.863503734584854
ENSMUSG00000007655	ENSMUSG00000007655	Cav1	-0.142877484826535	0.263657868308956
ENSMUSG00000007656	ENSMUSG00000007656	Arpp19	-0.0382550150830783	0.68081030861361
ENSMUSG00000007659	ENSMUSG00000007659	Bcl2l1	-0.754092965743802	2.24025555980673e-05
ENSMUSG00000007670	ENSMUSG00000007670	Khsrp	0.326628571773056	0.00294514873621237
ENSMUSG00000007682	ENSMUSG00000007682	Dio2	-0.893962789494057	0.00920851541421108
ENSMUSG00000007721	ENSMUSG00000007721	Ccdc124	-0.468085959042026	0.00373191627829925
ENSMUSG00000007739	ENSMUSG00000007739	Cct4	0.330822945965351	0.00390737686080856
ENSMUSG00000007777	ENSMUSG00000007777	0610009B22Rik	-0.00910807193011381	0.950247343924569
ENSMUSG00000007783	ENSMUSG00000007783	Cpt1c	-0.0589902831598006	0.702561599236864
ENSMUSG00000007805	ENSMUSG00000007805	Twist2	-0.551339801524116	0.0124852768122849
ENSMUSG00000007812	ENSMUSG00000007812	Zfp655	0.535602991441334	0.00132509263488094
ENSMUSG00000007815	ENSMUSG00000007815	Rhoa	-0.20080443982375	0.071513995282429
ENSMUSG00000007817	ENSMUSG00000007817	Zmiz1	0.352999369027222	0.017636631310409
ENSMUSG00000007827	ENSMUSG00000007827	Ankrd26	0.412882211798305	0.0126418567394975
ENSMUSG00000007833	ENSMUSG00000007833	Aldh16a1	0.393420782784008	0.0047881261734138
ENSMUSG00000007836	ENSMUSG00000007836	Hnrnpa0	0.127132986697148	0.255281756698257
ENSMUSG00000007837	ENSMUSG00000007837	Prrg2	-0.541600554875194	0.00170452321998884
ENSMUSG00000007850	ENSMUSG00000007850	Hnrnph1	-0.00667955858569196	0.956274685672449
ENSMUSG00000007867	ENSMUSG00000007867	Ift43	0.309913497751523	0.0372768627744034
ENSMUSG00000007872	ENSMUSG00000007872	Id3	-0.0596507503740721	0.780842241683196
ENSMUSG00000007877	ENSMUSG00000007877	Tcap	-1.19286539233807	0.000223489259088237
ENSMUSG00000007880	ENSMUSG00000007880	Arid1a	0.218303062081754	0.0656495501584213
ENSMUSG00000007888	ENSMUSG00000007888	Crlf1	-0.206235672508669	0.602718985111135
ENSMUSG00000007891	ENSMUSG00000007891	Ctsd	-1.30490536850398	9.87245669361301e-06
ENSMUSG00000007892	ENSMUSG00000007892	Rplp1	0.397182705661266	0.0477340177607665
ENSMUSG00000007907	ENSMUSG00000007907	Cabs1	0	1
ENSMUSG00000007908	ENSMUSG00000007908	Hmgcll1	1.23234912046729	0.017310052578633
ENSMUSG00000007944	ENSMUSG00000007944	Ttc9b	0	1
ENSMUSG00000007946	ENSMUSG00000007946	Phox2a	0.0387374686471472	0.922842220331394
ENSMUSG00000007950	ENSMUSG00000007950	Abhd8	-0.54243202250216	0.00896985548759097
ENSMUSG00000007987	ENSMUSG00000007987	Ift22	-0.0880892563415515	0.561243525451035
ENSMUSG00000007989	ENSMUSG00000007989	Fzd3	-0.0130563936222346	0.922876620655797
ENSMUSG00000008028	ENSMUSG00000008028	1700008O03Rik	0	1
ENSMUSG00000008035	ENSMUSG00000008035	Mid1ip1	-0.685794280935997	0.000835076474818828
ENSMUSG00000008036	ENSMUSG00000008036	Ap2s1	0.153643708310183	0.30761306944244
ENSMUSG00000008090	ENSMUSG00000008090	Fgfrl1	-0.436801739472746	0.0031617258938039
ENSMUSG00000008129	ENSMUSG00000008129	4930432K21Rik	-0.327886599084326	0.461115894551871
ENSMUSG00000008136	ENSMUSG00000008136	Fhl2	1.07371370158777	0.0194689486571911
ENSMUSG00000008140	ENSMUSG00000008140	Emc10	0.0318427608095872	0.803832952615968
ENSMUSG00000008153	ENSMUSG00000008153	Clstn3	0.604374840978001	0.51708652360063
ENSMUSG00000008167	ENSMUSG00000008167	Fbxw9	0.0900714111008204	0.512502308427488
ENSMUSG00000008193	ENSMUSG00000008193	Spib	-2.18836019762047	9.76850011986945e-05
ENSMUSG00000008200	ENSMUSG00000008200	Fnbp4	0.0813492159422129	0.45695607164662
ENSMUSG00000008206	ENSMUSG00000008206	Cers4	0.112123373596716	0.371743492619014
ENSMUSG00000008226	ENSMUSG00000008226	Scrn3	0.306155759363289	0.0207741798838681
ENSMUSG00000008301	ENSMUSG00000008301	Phax	0.224522612812576	0.0411993681128233
ENSMUSG00000008305	ENSMUSG00000008305	Tle1	-0.383677401450895	0.0030098165462685
ENSMUSG00000008307	ENSMUSG00000008307	1700109H08Rik	0.0794124206044322	0.876367018799211
ENSMUSG00000008318	ENSMUSG00000008318	Relt	0.412685338877602	0.0435354374737766
ENSMUSG00000008333	ENSMUSG00000008333	Snrpb2	-0.138813649142479	0.272772594953276
ENSMUSG00000008348	ENSMUSG00000008348	Ubc	-0.272868792027989	0.0177803179715726
ENSMUSG00000008373	ENSMUSG00000008373	Prpf31	0.187875190099156	0.0811881905468638
ENSMUSG00000008384	ENSMUSG00000008384	Sertad1	-0.963605003083553	4.33246661322843e-05
ENSMUSG00000008393	ENSMUSG00000008393	Carhsp1	-0.240102708198451	0.0706399868475396
ENSMUSG00000008398	ENSMUSG00000008398	Elk3	0.396521516004841	0.004627908630917
ENSMUSG00000008429	ENSMUSG00000008429	Herpud2	-0.217282005432509	0.0548043457810387
ENSMUSG00000008435	ENSMUSG00000008435	Rdh13	-0.760038827692271	4.48046319049736e-05
ENSMUSG00000008438	ENSMUSG00000008438	Adam21	0	1
ENSMUSG00000008450	ENSMUSG00000008450	Nutf2	0	1
ENSMUSG00000008461	ENSMUSG00000008461	Fut1	-2.1298321632439	3.51605465791571e-06
ENSMUSG00000008475	ENSMUSG00000008475	Arpc5	0.210510345770545	0.137574396032395
ENSMUSG00000008482	ENSMUSG00000008482	Rnf151	0	1
ENSMUSG00000008489	ENSMUSG00000008489	Elavl2	0.619425452270974	0.151131732489047
ENSMUSG00000008496	ENSMUSG00000008496	Pou2f2	-0.0922672953633398	0.709143669988192
ENSMUSG00000008540	ENSMUSG00000008540	Mgst1	0.570924647669803	0.000408604840553555
ENSMUSG00000008575	ENSMUSG00000008575	Nfib	-0.195642200551293	0.1024489695824
ENSMUSG00000008590	ENSMUSG00000008590	Htr3b	0	1
ENSMUSG00000008601	ENSMUSG00000008601	Rab25	-0.560916298807434	0.0114301074228899
ENSMUSG00000008604	ENSMUSG00000008604	Ubqln4	0.143826143562525	0.139285094759683
ENSMUSG00000008658	ENSMUSG00000008658	Rbfox1	-0.651296635310006	0.0190379759179265
ENSMUSG00000008668	ENSMUSG00000008668	Rps18	0.446196186013564	0.14702217733483
ENSMUSG00000008682	ENSMUSG00000008682	Rpl10	0.0111727119563576	0.966188883628928
ENSMUSG00000008683	ENSMUSG00000008683	Rps15a	0.184403737906874	0.10022461446552
ENSMUSG00000008690	ENSMUSG00000008690	Ncaph2	-0.0125380472643139	0.913064868194704
ENSMUSG00000008730	ENSMUSG00000008730	Hipk1	0.188039079818643	0.153850087612167
ENSMUSG00000008734	ENSMUSG00000008734	Gprc5b	0.304516081541408	0.0125663878835193
ENSMUSG00000008763	ENSMUSG00000008763	Man1a2	0.0489223413757441	0.639562261502031
ENSMUSG00000008789	ENSMUSG00000008789	Ceacam5	0	1
ENSMUSG00000008813	ENSMUSG00000008813	Tppp2	0	1
ENSMUSG00000008822	ENSMUSG00000008822	Acyp1	-0.20846080563902	0.22280110352736
ENSMUSG00000008843	ENSMUSG00000008843	Cldn13	0	1
ENSMUSG00000008845	ENSMUSG00000008845	Cd163	-0.100581655942428	0.537350886107354
ENSMUSG00000008855	ENSMUSG00000008855	Hdac5	-0.722744926330075	0.000139295561154408
ENSMUSG00000008859	ENSMUSG00000008859	Rala	-0.0742787245455464	0.565373547854243
ENSMUSG00000008874	ENSMUSG00000008874	Clec3a	0	1
ENSMUSG00000008892	ENSMUSG00000008892	Vdac3	-0.221026207651649	0.142921583842736
ENSMUSG00000008932	ENSMUSG00000008932	Slc1a7	-0.455434138281154	0.294400753927963
ENSMUSG00000008958	ENSMUSG00000008958	Vps72	-0.0318824286637935	0.755503273996836
ENSMUSG00000008976	ENSMUSG00000008976	Gabpa	0.188815150262415	0.0537716211083895
ENSMUSG00000008999	ENSMUSG00000008999	Bmp7	0.156067294215351	0.176005791569369
ENSMUSG00000009013	ENSMUSG00000009013	Dynll1	-0.448034366256351	0.0057547568150952
ENSMUSG00000009030	ENSMUSG00000009030	Pdcl	-0.326719642916151	0.0116357502758692
ENSMUSG00000009035	ENSMUSG00000009035	Tmem184b	-0.254722541010283	0.0218857014245454
ENSMUSG00000009047	ENSMUSG00000009047	Gm5965	-10.0827068107247	0.000123341614311124
ENSMUSG00000009070	ENSMUSG00000009070	Rsph14	0	1
ENSMUSG00000009073	ENSMUSG00000009073	Nf2	0.382126251475871	0.0038187204710498
ENSMUSG00000009075	ENSMUSG00000009075	Cabp7	0	1
ENSMUSG00000009076	ENSMUSG00000009076	Zmat5	-0.183904501816353	0.367737112686951
ENSMUSG00000009079	ENSMUSG00000009079	Ewsr1	0.10850623133685	0.287754595915638
ENSMUSG00000009090	ENSMUSG00000009090	Ap1b1	-0.0830499699992171	0.502861164842448
ENSMUSG00000009092	ENSMUSG00000009092	Derl3	-0.581362700827175	0.129722319982475
ENSMUSG00000009093	ENSMUSG00000009093	Gstt4	0	1
ENSMUSG00000009097	ENSMUSG00000009097	Tbx1	-0.613813223709983	0.0138024659879792
ENSMUSG00000009108	ENSMUSG00000009108	Gnat2	-0.192324952202436	0.723371244673319
ENSMUSG00000009112	ENSMUSG00000009112	Bcl2l13	0.19903073252807	0.102129432832375
ENSMUSG00000009114	ENSMUSG00000009114	2610028H24Rik	0	1
ENSMUSG00000009115	ENSMUSG00000009115	Spatc1l	0	1
ENSMUSG00000009145	ENSMUSG00000009145	Dqx1	0.0595151152414258	0.838952791360338
ENSMUSG00000009185	ENSMUSG00000009185	Ccl8	0	1
ENSMUSG00000009207	ENSMUSG00000009207	Lnpk	-0.00514948303615184	0.977608882246588
ENSMUSG00000009210	ENSMUSG00000009210	Prr29	-2.01176965388099	0.0064380675755034
ENSMUSG00000009214	ENSMUSG00000009214	Mymk	-0.961014756055959	4.87276910148955e-05
ENSMUSG00000009216	ENSMUSG00000009216	Fam163b	-1.23282898330591	0.0195711965626499
ENSMUSG00000009246	ENSMUSG00000009246	Trpm5	0.434586471226069	0.0911664661383915
ENSMUSG00000009248	ENSMUSG00000009248	Ascl2	0.825610943677589	0.0179883192947773
ENSMUSG00000009281	ENSMUSG00000009281	Rarres2	-0.291303048339266	0.0912504752288067
ENSMUSG00000009291	ENSMUSG00000009291	Pttg1ip	-0.262984118708344	0.00965132366693916
ENSMUSG00000009292	ENSMUSG00000009292	Trpm2	-0.209523584814191	0.467635880758585
ENSMUSG00000009293	ENSMUSG00000009293	Ube2g2	-0.457296281046739	0.00112464646054304
ENSMUSG00000009350	ENSMUSG00000009350	Mpo	0	1
ENSMUSG00000009356	ENSMUSG00000009356	Lpo	0	1
ENSMUSG00000009376	ENSMUSG00000009376	Met	0.201444987030097	0.0997151456808146
ENSMUSG00000009378	ENSMUSG00000009378	Slc16a12	-0.0582881870679161	0.812261644961092
ENSMUSG00000009394	ENSMUSG00000009394	Syn2	-0.403634307894331	0.115474839438426
ENSMUSG00000009406	ENSMUSG00000009406	Elk1	-0.16067774821832	0.136655324034763
ENSMUSG00000009418	ENSMUSG00000009418	Nav1	0.379181121857924	0.00668160713799769
ENSMUSG00000009470	ENSMUSG00000009470	Tnpo1	0.424741660558884	0.00257423451865337
ENSMUSG00000009471	ENSMUSG00000009471	Myod1	-0.754775259631254	0.000524214667480869
ENSMUSG00000009487	ENSMUSG00000009487	Otog	-0.453564897852334	0.260034175612338
ENSMUSG00000009535	ENSMUSG00000009535	Rnmt	0.0864511086732259	0.330370241958467
ENSMUSG00000009545	ENSMUSG00000009545	Kcnq1	0.310339599830041	0.273905107637626
ENSMUSG00000009549	ENSMUSG00000009549	Srp14	0.0529483746681512	0.66167252766568
ENSMUSG00000009551	ENSMUSG00000009551	6330409D20Rik	0	1
ENSMUSG00000009555	ENSMUSG00000009555	Cdk9	-0.0286822786660341	0.78983003931363
ENSMUSG00000009563	ENSMUSG00000009563	Tor2a	-0.0604282940144081	0.657908571350979
ENSMUSG00000009566	ENSMUSG00000009566	Fpgs	0.398296296641244	0.00279816105053311
ENSMUSG00000009569	ENSMUSG00000009569	Mkl2	0.206008546266277	0.100340680071307
ENSMUSG00000009575	ENSMUSG00000009575	Cbx5	0.0956246892035311	0.33631599066005
ENSMUSG00000009580	ENSMUSG00000009580	Odam	0	1
ENSMUSG00000009585	ENSMUSG00000009585	Apobec3	0.0819187691430498	0.701039510369372
ENSMUSG00000009588	ENSMUSG00000009588	St6galnac1	0	1
ENSMUSG00000009596	ENSMUSG00000009596	Taf7l	0	1
ENSMUSG00000009614	ENSMUSG00000009614	Sardh	0.0779180049354013	0.686232548671461
ENSMUSG00000009621	ENSMUSG00000009621	Vav2	0.229495156172893	0.0407185002724892
ENSMUSG00000009628	ENSMUSG00000009628	Tex15	0.0350505091818575	0.939674564142597
ENSMUSG00000009630	ENSMUSG00000009630	Ppp2cb	-0.1706207227966	0.0840071130821042
ENSMUSG00000009633	ENSMUSG00000009633	G0s2	0.00555900780321683	0.994157960170548
ENSMUSG00000009640	ENSMUSG00000009640	Dmap1	-0.00373902322634673	0.979895245168716
ENSMUSG00000009646	ENSMUSG00000009646	Pla2g12b	0	1
ENSMUSG00000009647	ENSMUSG00000009647	Mcu	-0.391089603600944	0.00694962864990685
ENSMUSG00000009654	ENSMUSG00000009654	Oit3	0.236991455209674	0.563259587817929
ENSMUSG00000009670	ENSMUSG00000009670	Tex11	0	1
ENSMUSG00000009681	ENSMUSG00000009681	Bcr	0.588143138865163	0.000610339328078666
ENSMUSG00000009687	ENSMUSG00000009687	Fxyd5	-0.384470196061448	0.0756918724842254
ENSMUSG00000009731	ENSMUSG00000009731	Kcnd1	-0.00942919889305763	0.972539765456916
ENSMUSG00000009733	ENSMUSG00000009733	Tfcp2	0.16629642655009	0.133000742817044
ENSMUSG00000009734	ENSMUSG00000009734	Pou6f2	0	1
ENSMUSG00000009739	ENSMUSG00000009739	Pou6f1	-0.105217111994743	0.537615178955148
ENSMUSG00000009741	ENSMUSG00000009741	Ubp1	0.112548384233606	0.223524683636018
ENSMUSG00000009772	ENSMUSG00000009772	Nuak2	0.245811637817442	0.281916283410961
ENSMUSG00000009828	ENSMUSG00000009828	Ick	-0.114330600633917	0.322387989812226
ENSMUSG00000009863	ENSMUSG00000009863	Sdhb	-0.0246219726825138	0.79761803793728
ENSMUSG00000009876	ENSMUSG00000009876	Cox4i2	-0.123942251831386	0.585410261756881
ENSMUSG00000009894	ENSMUSG00000009894	Snap47	-0.360649041232468	0.00901795798491446
ENSMUSG00000009900	ENSMUSG00000009900	Wnt3a	-0.491561881084984	0.0617648293649775
ENSMUSG00000009905	ENSMUSG00000009905	Kdsr	-0.407482170488133	0.00223526388695104
ENSMUSG00000009907	ENSMUSG00000009907	Vps4b	-0.0143263012177442	0.906237325335802
ENSMUSG00000009927	ENSMUSG00000009927	Rps25	0.385699013870532	0.068469932305345
ENSMUSG00000009941	ENSMUSG00000009941	Nxf2	-0.372786911898122	0.548778817538995
ENSMUSG00000009995	ENSMUSG00000009995	Taz	-0.080406488625037	0.433073199530658
ENSMUSG00000010021	ENSMUSG00000010021	Kif19a	0.187704609791295	0.744531531407653
ENSMUSG00000010025	ENSMUSG00000010025	Aldh3a2	-0.290118769780722	0.0145716977092357
ENSMUSG00000010044	ENSMUSG00000010044	Zmynd10	0	1
ENSMUSG00000010045	ENSMUSG00000010045	Tmem115	-0.0350307765913498	0.767104666540641
ENSMUSG00000010047	ENSMUSG00000010047	Hyal2	-0.0442287742896533	0.709631710677625
ENSMUSG00000010048	ENSMUSG00000010048	Ifrd2	0.570050092696773	0.000649912544332462
ENSMUSG00000010051	ENSMUSG00000010051	Hyal1	0.832747862768685	0.00392536945488674
ENSMUSG00000010054	ENSMUSG00000010054	Tusc2	-0.422798019594629	0.00262659171140854
ENSMUSG00000010057	ENSMUSG00000010057	Nprl2	-0.279811123159425	0.0198591973439565
ENSMUSG00000010064	ENSMUSG00000010064	Slc38a3	-1.321698985299	0.00026163974874709
ENSMUSG00000010066	ENSMUSG00000010066	Cacna2d2	-0.578821302889174	0.0252087912269194
ENSMUSG00000010067	ENSMUSG00000010067	Rassf1	-0.108770362218867	0.278937565509829
ENSMUSG00000010080	ENSMUSG00000010080	Epn3	-2.88053405085797	1.1751231461176e-06
ENSMUSG00000010086	ENSMUSG00000010086	Rnf112	0.0991524980474947	0.812304759491088
ENSMUSG00000010095	ENSMUSG00000010095	Slc3a2	0.040500613645189	0.696785920112076
ENSMUSG00000010097	ENSMUSG00000010097	Nxf1	-0.0320948017852155	0.731139859323033
ENSMUSG00000010110	ENSMUSG00000010110	Stx5a	-0.401844028483662	0.000881859117411145
ENSMUSG00000010122	ENSMUSG00000010122	Slc47a1	-0.679252041381648	0.0338967336988147
ENSMUSG00000010136	ENSMUSG00000010136	Pifo	0	1
ENSMUSG00000010142	ENSMUSG00000010142	Tnfrsf13b	0.299472989968475	0.155917483302934
ENSMUSG00000010154	ENSMUSG00000010154	Spire2	0.0965296461012007	0.754822232446713
ENSMUSG00000010175	ENSMUSG00000010175	Prox1	0.05180659936573	0.846826184082864
ENSMUSG00000010205	ENSMUSG00000010205	Raver1	0.330735477693461	0.0148722896799551
ENSMUSG00000010277	ENSMUSG00000010277	2610507B11Rik	0.243968562635831	0.0607317907313002
ENSMUSG00000010290	ENSMUSG00000010290	AI597479	0.0763700019734065	0.48603111022792
ENSMUSG00000010307	ENSMUSG00000010307	Tmem86a	-0.519923371670284	0.00634771276200105
ENSMUSG00000010311	ENSMUSG00000010311	Optc	0.322584978824009	0.507023187047668
ENSMUSG00000010342	ENSMUSG00000010342	Tex14	-1.26129148900197	0.0744939907616151
ENSMUSG00000010358	ENSMUSG00000010358	Ifi35	-0.209070065484903	0.140601125007818
ENSMUSG00000010362	ENSMUSG00000010362	Rdm1	-0.327761201890256	0.0747138577919601
ENSMUSG00000010376	ENSMUSG00000010376	Nedd8	-0.321451747548433	0.00736555526805152
ENSMUSG00000010392	ENSMUSG00000010392	Gosr1	0.00430817225838864	0.970219793694933
ENSMUSG00000010406	ENSMUSG00000010406	Mrpl52	0.321534676340488	0.0445232691780447
ENSMUSG00000010435	ENSMUSG00000010435	Spaca7	0	1
ENSMUSG00000010453	ENSMUSG00000010453	Kansl3	0.121930710543107	0.178106490377378
